season,tim,grup,role,role_asli,pemain,link,negara,catatan
14,Alter Ego,Main,Jungle,Jungler,Nnael,/mobilelegends/Nnael,Indonesia,
14,Alter Ego,Main,Mid,Middle,RoundeL,/mobilelegends/RoundeL,Indonesia,
14,Alter Ego,Main,Gold,Gold Lane,Haiz,/mobilelegends/Haiz,Indonesia,
14,Alter Ego,Main,Roam,Roamer,Owennn,/mobilelegends/Alekk,Indonesia,
14,Alter Ego,Subs,Jungle,Jungler,Gebe,/mobilelegends/Gebe,Indonesia,DNP
14,Alter Ego,Staff,,,Rekt,/mobilelegends/Rekt,Indonesia,Head Coach
14,Alter Ego,Staff,,,Aldo,/mobilelegends/Aldo,Indonesia,Coach
14,Alter Ego,Staff,,,Styx,/mobilelegends/Styx,Indonesia,Analyst
14,Bigetron Alpha,Main,EXP,EXP Lane,Luke,/mobilelegends/Luke,Indonesia,
14,Bigetron Alpha,Main,Jungle,Jungler,Kenn,/mobilelegends/Super_Kenn,Indonesia,
14,Bigetron Alpha,Main,Mid,Middle,Moreno,/mobilelegends/Moreno,Indonesia,
14,Bigetron Alpha,Main,Gold,Gold Lane,EMANN,/mobilelegends/EMANN,Philippines,
14,Bigetron Alpha,Main,Roam,Roamer,Kyy,/mobilelegends/Kyy,Indonesia,
14,Bigetron Alpha,Subs,Roam,Roamer,Finn,/mobilelegends/Finn,Indonesia,
14,Bigetron Alpha,Staff,,,Wuraaaah,/mobilelegends/Wuraaaah,Philippines,Head Coach
14,Bigetron Alpha,Staff,,,Theonael,/mobilelegends/Theonael,Indonesia,Assistant Coach
14,Dewa United Esports,Main,EXP,EXP Lane,Xorizo,/mobilelegends/Xorizo,Indonesia,
14,Dewa United Esports,Main,Jungle,Jungler,Reyy,/mobilelegends/Reyy,Indonesia,
14,Dewa United Esports,Main,Mid,Middle,Keyz,/mobilelegends/Keyz,Indonesia,
14,Dewa United Esports,Main,Gold,Gold Lane,Azuraa,/mobilelegends/Azuraa,Indonesia,
14,Dewa United Esports,Main,Roam,Roamer,Muezzaa,/mobilelegends/Muezzaa,Indonesia,
