laga_id,game,kode,jenis,urutan,hero
S11R018,3,RRQ,pick,3,Faramis
S11R018,3,RRQ,pick,4,Claude
S11R018,3,RRQ,pick,5,Lolita
S11R018,3,RRQ,ban,1,Fanny
S11R018,3,RRQ,ban,2,Yve
S11R018,3,RRQ,ban,3,Valentina
S11R018,3,RRQ,ban,4,Karrie
S11R018,3,RRQ,ban,5,Melissa
S11R018,3,EVOS,pick,1,Lapu-Lapu
S11R018,3,EVOS,pick,2,Akai
S11R018,3,EVOS,pick,3,Lylia
S11R018,3,EVOS,pick,4,Moskov
S11R018,3,EVOS,pick,5,Kaja
S11R018,3,EVOS,ban,1,Joy
S11R018,3,EVOS,ban,2,Wanwan
S11R018,3,EVOS,ban,3,Fredrinn
S11R018,3,EVOS,ban,4,Hayabusa
S11R018,3,EVOS,ban,5,Pharsa
S11R019,1,GEEK,pick,1,Lapu-Lapu
S11R019,1,GEEK,pick,2,Fredrinn
S11R019,1,GEEK,pick,3,Yve
S11R019,1,GEEK,pick,4,Brody
S11R019,1,GEEK,pick,5,Kaja
S11R019,1,GEEK,ban,1,Wanwan
S11R019,1,GEEK,ban,2,Joy
S11R019,1,GEEK,ban,3,Pharsa
S11R019,1,GEEK,ban,4,Terizla
S11R019,1,GEEK,ban,5,Dyrroth
S11R019,1,AE,pick,1,Yu Zhong
S11R019,1,AE,pick,2,Akai
S11R019,1,AE,pick,3,Valentina
S11R019,1,AE,pick,4,Karrie
S11R019,1,AE,pick,5,Grock
S11R019,1,AE,ban,1,Faramis
S11R019,1,AE,ban,2,Fanny
S11R019,1,AE,ban,3,Arlott
S11R019,1,AE,ban,4,Beatrix
S11R019,1,AE,ban,5,Gloo
S11R019,2,GEEK,pick,1,Lapu-Lapu
S11R019,2,GEEK,pick,2,Fredrinn
S11R019,2,GEEK,pick,3,Yve
S11R019,2,GEEK,pick,4,Melissa
S11R019,2,GEEK,pick,5,Kaja
S11R019,2,GEEK,ban,1,Wanwan
S11R019,2,GEEK,ban,2,Joy
S11R019,2,GEEK,ban,3,Pharsa
S11R019,2,GEEK,ban,4,Yu Zhong
S11R019,2,GEEK,ban,5,Terizla
S11R019,2,AE,pick,1,Gloo
S11R019,2,AE,pick,2,Grock
S11R019,2,AE,pick,3,Valentina
S11R019,2,AE,pick,4,Karrie
S11R019,2,AE,pick,5,Kadita
S11R019,2,AE,ban,1,Faramis
S11R019,2,AE,ban,2,Fanny
S11R019,2,AE,ban,3,Arlott
S11R019,2,AE,ban,4,Beatrix
S11R019,2,AE,ban,5,Brody
S11R020,1,RBL,pick,1,Arlott
S11R020,1,RBL,pick,2,Akai
S11R020,1,RBL,pick,3,Lunox
S11R020,1,RBL,pick,4,Wanwan
S11R020,1,RBL,pick,5,Ruby
S11R020,1,RBL,ban,1,Valentina
S11R020,1,RBL,ban,2,Lolita
S11R020,1,RBL,ban,3,Joy
S11R020,1,RBL,ban,4,Martis
S11R020,1,RBL,ban,5,Ling
S11R020,1,BTR,pick,1,Benedetta
S11R020,1,BTR,pick,2,Fanny
S11R020,1,BTR,pick,3,Faramis
S11R020,1,BTR,pick,4,Karrie
S11R020,1,BTR,pick,5,Kaja
S11R020,1,BTR,ban,1,Yve
S11R020,1,BTR,ban,2,Gloo
S11R020,1,BTR,ban,3,Fredrinn
S11R020,1,BTR,ban,4,Lapu-Lapu
S11R020,1,BTR,ban,5,Franco
S11R020,2,RBL,pick,1,Yu Zhong
S11R020,2,RBL,pick,2,Lancelot
S11R020,2,RBL,pick,3,Valentina
S11R020,2,RBL,pick,4,Claude
S11R020,2,RBL,pick,5,Grock
S11R020,2,RBL,ban,1,Kaja
S11R020,2,RBL,ban,2,Joy
S11R020,2,RBL,ban,3,Wanwan
S11R020,2,RBL,ban,4,Diggie
S11R020,2,RBL,ban,5,Franco
S11R020,2,BTR,pick,1,Arlott
S11R020,2,BTR,pick,2,Fredrinn
S11R020,2,BTR,pick,3,Pharsa
S11R020,2,BTR,pick,4,Melissa
S11R020,2,BTR,pick,5,Khufra
S11R020,2,BTR,ban,1,Yve
S11R020,2,BTR,ban,2,Gloo
S11R020,2,BTR,ban,3,Faramis
S11R020,2,BTR,ban,4,Atlas
S11R020,2,BTR,ban,5,Lapu-Lapu
S11R020,3,RBL,pick,1,Arlott
S11R020,3,RBL,pick,2,Fredrinn
S11R020,3,RBL,pick,3,Lunox
S11R020,3,RBL,pick,4,Claude
S11R020,3,RBL,pick,5,Grock
S11R020,3,RBL,ban,1,Valentina
S11R020,3,RBL,ban,2,Wanwan
S11R020,3,RBL,ban,3,Joy
S11R020,3,RBL,ban,4,Diggie
S11R020,3,RBL,ban,5,Franco
S11R020,3,BTR,pick,1,Lapu-Lapu
S11R020,3,BTR,pick,2,Fanny
S11R020,3,BTR,pick,3,Pharsa
S11R020,3,BTR,pick,4,Melissa
S11R020,3,BTR,pick,5,Lolita
S11R020,3,BTR,ban,1,Yve
S11R020,3,BTR,ban,2,Gloo
S11R020,3,BTR,ban,3,Kaja
S11R020,3,BTR,ban,4,Yu Zhong
S11R020,3,BTR,ban,5,Atlas
S11R021,1,EVOS,pick,1,Gloo
S11R021,1,EVOS,pick,2,Kaja
S11R021,1,EVOS,pick,3,Kagura
S11R021,1,EVOS,pick,4,Brody
S11R021,1,EVOS,pick,5,Diggie
S11R021,1,EVOS,ban,1,Wanwan
S11R021,1,EVOS,ban,2,Joy
S11R021,1,EVOS,ban,3,Faramis
S11R021,1,EVOS,ban,4,Atlas
S11R021,1,EVOS,ban,5,Lolita
S11R021,1,AURA,pick,1,Terizla
S11R021,1,AURA,pick,2,Fredrinn
S11R021,1,AURA,pick,3,Pharsa
S11R021,1,AURA,pick,4,Claude
S11R021,1,AURA,pick,5,Grock
S11R021,1,AURA,ban,1,Fanny
S11R021,1,AURA,ban,2,Yve
S11R021,1,AURA,ban,3,Valentina
S11R021,1,AURA,ban,4,Kadita
S11R021,1,AURA,ban,5,Akai
S11R021,2,EVOS,pick,1,Gloo
S11R021,2,EVOS,pick,2,Arlott
S11R021,2,EVOS,pick,3,Pharsa
S11R021,2,EVOS,pick,4,Claude
S11R021,2,EVOS,pick,5,Kadita
S11R021,2,EVOS,ban,1,Wanwan
S11R021,2,EVOS,ban,2,Joy
S11R021,2,EVOS,ban,3,Faramis
S11R021,2,EVOS,ban,4,Brody
S11R021,2,EVOS,ban,5,Beatrix
S11R021,2,AURA,pick,1,Benedetta
S11R021,2,AURA,pick,2,Fredrinn
S11R021,2,AURA,pick,3,Lylia
S11R021,2,AURA,pick,4,Harith
S11R021,2,AURA,pick,5,Grock
S11R021,2,AURA,ban,1,Fanny
S11R021,2,AURA,ban,2,Yve
S11R021,2,AURA,ban,3,Valentina
S11R021,2,AURA,ban,4,Akai
S11R021,2,AURA,ban,5,Lapu-Lapu
S11R021,3,EVOS,pick,1,Lapu-Lapu
S11R021,3,EVOS,pick,2,Ling
S11R021,3,EVOS,pick,3,Yve
S11R021,3,EVOS,pick,4,Claude
S11R021,3,EVOS,pick,5,Lolita
S11R021,3,EVOS,ban,1,Fredrinn
S11R021,3,EVOS,ban,2,Valentina
S11R021,3,EVOS,ban,3,Fanny
S11R021,3,EVOS,ban,4,Beatrix
S11R021,3,EVOS,ban,5,Harith
S11R021,3,AURA,pick,1,Yu Zhong
S11R021,3,AURA,pick,2,Akai
S11R021,3,AURA,pick,3,Pharsa
S11R021,3,AURA,pick,4,Karrie
S11R021,3,AURA,pick,5,Kaja
S11R021,3,AURA,ban,1,Joy
S11R021,3,AURA,ban,2,Wanwan
S11R021,3,AURA,ban,3,Kadita
S11R021,3,AURA,ban,4,Martis
S11R021,3,AURA,ban,5,Grock
S11R022,1,BTR,pick,1,Gloo
S11R022,1,BTR,pick,2,Martis
S11R022,1,BTR,pick,3,Lunox
S11R022,1,BTR,pick,4,Claude
S11R022,1,BTR,pick,5,Grock
S11R022,1,BTR,ban,1,Wanwan
S11R022,1,BTR,ban,2,Joy
S11R022,1,BTR,ban,3,Kaja
S11R022,1,BTR,ban,4,Natalia
S11R022,1,BTR,ban,5,Fanny
S11R022,1,GEEK,pick,1,Lapu-Lapu
S11R022,1,GEEK,pick,2,Fredrinn
S11R022,1,GEEK,pick,3,Yve
S11R022,1,GEEK,pick,4,Karrie
S11R022,1,GEEK,pick,5,Edith
S11R022,1,GEEK,ban,1,Valentina
S11R022,1,GEEK,ban,2,Franco
S11R022,1,GEEK,ban,3,Kadita
S11R022,1,GEEK,ban,4,Lylia
S11R022,1,GEEK,ban,5,Pharsa
S11R022,2,BTR,pick,1,Fredrinn
S11R022,2,BTR,pick,2,Hayabusa
S11R022,2,BTR,pick,3,Pharsa
S11R022,2,BTR,pick,4,Melissa
S11R022,2,BTR,pick,5,Kaja
S11R022,2,BTR,ban,1,Wanwan
S11R022,2,BTR,ban,2,Joy
S11R022,2,BTR,ban,3,Claude
S11R022,2,BTR,ban,4,Fanny
S11R022,2,BTR,ban,5,Ling
S11R022,2,GEEK,pick,1,Lapu-Lapu
S11R022,2,GEEK,pick,2,Baxia
S11R022,2,GEEK,pick,3,Lylia
S11R022,2,GEEK,pick,4,Valentina
S11R022,2,GEEK,pick,5,Natalia
S11R022,2,GEEK,ban,1,Faramis
S11R022,2,GEEK,ban,2,Gloo
S11R022,2,GEEK,ban,3,Yve
S11R022,2,GEEK,ban,4,Terizla
S11R022,2,GEEK,ban,5,Martis
S11R022,3,BTR,pick,1,Lapu-Lapu
S11R022,3,BTR,pick,2,Akai
S11R022,3,BTR,pick,3,Valentina
S11R022,3,BTR,pick,4,Claude
S11R022,3,BTR,pick,5,Grock
S11R022,3,BTR,ban,1,Wanwan
S11R022,3,BTR,ban,2,Joy
S11R022,3,BTR,ban,3,Natalia
S11R022,3,BTR,ban,4,Karrie
S11R022,3,BTR,ban,5,Fanny
S11R022,3,GEEK,pick,1,Yu Zhong
S11R022,3,GEEK,pick,2,Fredrinn
S11R022,3,GEEK,pick,3,Faramis
S11R022,3,GEEK,pick,4,Brody
S11R022,3,GEEK,pick,5,Kaja
S11R022,3,GEEK,ban,1,Yve
S11R022,3,GEEK,ban,2,Melissa
S11R022,3,GEEK,ban,3,Gloo
S11R022,3,GEEK,ban,4,Martis
S11R022,3,GEEK,ban,5,Gloo
S11R023,1,RBL,pick,1,Lapu-Lapu
S11R023,1,RBL,pick,2,Martis
S11R023,1,RBL,pick,3,Julian
S11R023,1,RBL,pick,4,Melissa
S11R023,1,RBL,pick,5,Gloo
S11R023,1,RBL,ban,1,Valentina
S11R023,1,RBL,ban,2,Claude
S11R023,1,RBL,ban,3,Kaja
S11R023,1,RBL,ban,4,Moskov
S11R023,1,RBL,ban,5,Karrie
S11R023,1,RRQ,pick,1,Edith
S11R023,1,RRQ,pick,2,Fredrinn
S11R023,1,RRQ,pick,3,Pharsa
S11R023,1,RRQ,pick,4,Irithel
S11R023,1,RRQ,pick,5,Faramis
S11R023,1,RRQ,ban,1,Yve
S11R023,1,RRQ,ban,2,Wanwan
S11R023,1,RRQ,ban,3,Joy
S11R023,1,RRQ,ban,4,Grock
S11R023,1,RRQ,ban,5,Arlott
S11R023,2,RBL,pick,1,Benedetta
S11R023,2,RBL,pick,2,Lancelot
S11R023,2,RBL,pick,3,Lunox
S11R023,2,RBL,pick,4,Claude
S11R023,2,RBL,pick,5,Franco
S11R023,2,RBL,ban,1,Kaja
S11R023,2,RBL,ban,2,Wanwan
S11R023,2,RBL,ban,3,Fredrinn
S11R023,2,RBL,ban,4,Brody
S11R023,2,RBL,ban,5,Beatrix
S11R023,2,RRQ,pick,1,Edith
S11R023,2,RRQ,pick,2,Joy
S11R023,2,RRQ,pick,3,Pharsa
S11R023,2,RRQ,pick,4,Melissa
S11R023,2,RRQ,pick,5,Khufra
S11R023,2,RRQ,ban,1,Yve
S11R023,2,RRQ,ban,2,Grock
S11R023,2,RRQ,ban,3,Gloo
S11R023,2,RRQ,ban,4,Hayabusa
S11R023,2,RRQ,ban,5,Fanny
S11R024,1,AE,pick,1,Terizla
S11R024,1,AE,pick,2,Lancelot
S11R024,1,AE,pick,3,Pharsa
S11R024,1,AE,pick,4,Natan
S11R024,1,AE,pick,5,Kaja
S11R024,1,AE,ban,1,Faramis
S11R024,1,AE,ban,2,Fanny
S11R024,1,AE,ban,3,Claude
S11R024,1,AE,ban,4,Lapu-Lapu
S11R024,1,AE,ban,5,Yu Zhong
S11R024,1,AURA,pick,1,Edith
S11R024,1,AURA,pick,2,Fredrinn
S11R024,1,AURA,pick,3,Yve
S11R024,1,AURA,pick,4,Melissa
S11R024,1,AURA,pick,5,Grock
S11R024,1,AURA,ban,1,Joy
S11R024,1,AURA,ban,2,Wanwan
S11R024,1,AURA,ban,3,Valentina
S11R024,1,AURA,ban,4,Hayabusa
S11R024,1,AURA,ban,5,Karrie
S11R024,2,AE,pick,1,Lapu-Lapu
S11R024,2,AE,pick,2,Baxia
S11R024,2,AE,pick,3,Pharsa
S11R024,2,AE,pick,4,Karrie
S11R024,2,AE,pick,5,Mathilda
S11R024,2,AE,ban,1,Faramis
S11R024,2,AE,ban,2,Fanny
S11R024,2,AE,ban,3,Claude
S11R024,2,AE,ban,4,Yu Zhong
S11R024,2,AE,ban,5,Gloo
S11R024,2,AURA,pick,1,Paquito
S11R024,2,AURA,pick,2,Fredrinn
S11R024,2,AURA,pick,3,Yve
S11R024,2,AURA,pick,4,Melissa
S11R024,2,AURA,pick,5,Grock
S11R024,2,AURA,ban,1,Joy
S11R024,2,AURA,ban,2,Wanwan
S11R024,2,AURA,ban,3,Valentina
S11R024,2,AURA,ban,4,Kaja
S11R024,2,AURA,ban,5,Hayabusa
S11R025,1,ONIC,pick,1,Terizla
S11R025,1,ONIC,pick,2,Ling
S11R025,1,ONIC,pick,3,Kadita
S11R025,1,ONIC,pick,4,Beatrix
S11R025,1,ONIC,pick,5,Grock
S11R025,1,ONIC,ban,1,Joy
S11R025,1,ONIC,ban,2,Wanwan
S11R025,1,ONIC,ban,3,Fredrinn
S11R025,1,ONIC,ban,4,Hilda
S11R025,1,ONIC,ban,5,Masha
S11R025,1,EVOS,pick,1,Arlott
S11R025,1,EVOS,pick,2,Martis
S11R025,1,EVOS,pick,3,Faramis
S11R025,1,EVOS,pick,4,Claude
S11R025,1,EVOS,pick,5,Kaja
S11R025,1,EVOS,ban,1,Fanny
S11R025,1,EVOS,ban,2,Hayabusa
S11R025,1,EVOS,ban,3,Valentina
S11R025,1,EVOS,ban,4,Melissa
S11R025,1,EVOS,ban,5,Harith
S11R025,2,ONIC,pick,1,Fredrinn
S11R025,2,ONIC,pick,2,Lancelot
S11R025,2,ONIC,pick,3,Faramis
S11R025,2,ONIC,pick,4,Melissa
S11R025,2,ONIC,pick,5,Khufra
S11R025,2,ONIC,ban,1,Joy
S11R025,2,ONIC,ban,2,Wanwan
S11R025,2,ONIC,ban,3,Claude
S11R025,2,ONIC,ban,4,Diggie
S11R025,2,ONIC,ban,5,Arlott
S11R025,2,EVOS,pick,1,Lapu-Lapu
S11R025,2,EVOS,pick,2,Akai
S11R025,2,EVOS,pick,3,Yve
S11R025,2,EVOS,pick,4,Karrie
S11R025,2,EVOS,pick,5,Kaja
S11R025,2,EVOS,ban,1,Fanny
S11R025,2,EVOS,ban,2,Hayabusa
S11R025,2,EVOS,ban,3,Valentina
S11R025,2,EVOS,ban,4,Harith
S11R025,2,EVOS,ban,5,Ling
S11R025,3,ONIC,pick,1,Terizla
S11R025,3,ONIC,pick,2,Fredrinn
S11R025,3,ONIC,pick,3,Pharsa
S11R025,3,ONIC,pick,4,Melissa
S11R025,3,ONIC,pick,5,Khufra
S11R025,3,ONIC,ban,1,Joy
S11R025,3,ONIC,ban,2,Wanwan
S11R025,3,ONIC,ban,3,Claude
S11R025,3,ONIC,ban,4,Arlott
S11R025,3,ONIC,ban,5,Karrie
S11R025,3,EVOS,pick,1,Yu Zhong
S11R025,3,EVOS,pick,2,Martis
S11R025,3,EVOS,pick,3,Faramis
S11R025,3,EVOS,pick,4,Brody
S11R025,3,EVOS,pick,5,Kaja
S11R025,3,EVOS,ban,1,Fanny
S11R025,3,EVOS,ban,2,Hayabusa
S11R025,3,EVOS,ban,3,Valentina
S11R025,3,EVOS,ban,4,Lancelot
S11R025,3,EVOS,ban,5,Atlas
S11R026,1,AE,pick,1,Lapu-Lapu
S11R026,1,AE,pick,2,Fredrinn
S11R026,1,AE,pick,3,Yve
S11R026,1,AE,pick,4,Melissa
S11R026,1,AE,pick,5,Chou
S11R026,1,AE,ban,1,Faramis
S11R026,1,AE,ban,2,Fanny
S11R026,1,AE,ban,3,Wanwan
S11R026,1,AE,ban,4,Pharsa
S11R026,1,AE,ban,5,Lylia
S11R026,1,BTR,pick,1,Gloo
S11R026,1,BTR,pick,2,Lancelot
S11R026,1,BTR,pick,3,Lunox
S11R026,1,BTR,pick,4,Claude
S11R026,1,BTR,pick,5,Grock
S11R026,1,BTR,ban,1,Kaja
S11R026,1,BTR,ban,2,Valentina
S11R026,1,BTR,ban,3,Joy
S11R026,1,BTR,ban,4,Terizla
S11R026,1,BTR,ban,5,Yu Zhong
S11R026,2,AE,pick,1,Terizla
S11R026,2,AE,pick,2,Fredrinn
S11R026,2,AE,pick,3,Yve
S11R026,2,AE,pick,4,Beatrix
S11R026,2,AE,pick,5,Franco
S11R026,2,AE,ban,1,Faramis
S11R026,2,AE,ban,2,Fanny
S11R026,2,AE,ban,3,Wanwan
S11R026,2,AE,ban,4,Lancelot
S11R026,2,AE,ban,5,Hanzo
S11R026,2,BTR,pick,1,Lapu-Lapu
S11R026,2,BTR,pick,2,Grock
S11R026,2,BTR,pick,3,Lylia
S11R026,2,BTR,pick,4,Claude
S11R026,2,BTR,pick,5,Atlas
S11R026,2,BTR,ban,1,Karrie
S11R026,2,BTR,ban,2,Brody
S11R026,2,BTR,ban,3,Joy
S11R026,2,BTR,ban,4,Valentina
S11R026,2,BTR,ban,5,Kaja
S11R027,1,ONIC,pick,1,Arlott
S11R027,1,ONIC,pick,2,Fanny
S11R027,1,ONIC,pick,3,Pharsa
S11R027,1,ONIC,pick,4,Melissa
S11R027,1,ONIC,pick,5,Khufra
S11R027,1,ONIC,ban,1,Wanwan
S11R027,1,ONIC,ban,2,Joy
S11R027,1,ONIC,ban,3,Claude
S11R027,1,ONIC,ban,4,Hilda
S11R027,1,ONIC,ban,5,Moskov
S11R027,1,RBL,pick,1,Paquito
S11R027,1,RBL,pick,2,Fredrinn
S11R027,1,RBL,pick,3,Yve
S11R027,1,RBL,pick,4,Brody
S11R027,1,RBL,pick,5,Grock
S11R027,1,RBL,ban,1,Hayabusa
S11R027,1,RBL,ban,2,Kaja
S11R027,1,RBL,ban,3,Gloo
S11R027,1,RBL,ban,4,Karrie
S11R027,1,RBL,ban,5,Chou
S11R027,2,ONIC,pick,1,Thamuz
S11R027,2,ONIC,pick,2,Chou
S11R027,2,ONIC,pick,3,Valentina
S11R027,2,ONIC,pick,4,Claude
S11R027,2,ONIC,pick,5,Kadita
S11R027,2,ONIC,ban,1,Wanwan
S11R027,2,ONIC,ban,2,Joy
S11R027,2,ONIC,ban,3,Yve
S11R027,2,ONIC,ban,4,Melissa
S11R027,2,ONIC,ban,5,Karrie
S11R027,2,RBL,pick,1,Arlott
S11R027,2,RBL,pick,2,Fredrinn
S11R027,2,RBL,pick,3,Faramis
S11R027,2,RBL,pick,4,Brody
S11R027,2,RBL,pick,5,Ruby
S11R027,2,RBL,ban,1,Fanny
S11R027,2,RBL,ban,2,Gloo
S11R027,2,RBL,ban,3,Kaja
S11R027,2,RBL,ban,4,Terizla
S11R027,2,RBL,ban,5,Akai
S11R028,1,GEEK,pick,1,Arlott
S11R028,1,GEEK,pick,2,Lancelot
S11R028,1,GEEK,pick,3,Valentina
S11R028,1,GEEK,pick,4,Karrie
S11R028,1,GEEK,pick,5,Kaja
S11R028,1,GEEK,ban,1,Wanwan
S11R028,1,GEEK,ban,2,Joy
S11R028,1,GEEK,ban,3,Claude
S11R028,1,GEEK,ban,4,Melissa
S11R028,1,GEEK,ban,5,Edith
S11R028,1,RRQ,pick,1,Lapu-Lapu
S11R028,1,RRQ,pick,2,Fredrinn
S11R028,1,RRQ,pick,3,Pharsa
S11R028,1,RRQ,pick,4,Brody
S11R028,1,RRQ,pick,5,Khufra
S11R028,1,RRQ,ban,1,Natalia
S11R028,1,RRQ,ban,2,Fanny
S11R028,1,RRQ,ban,3,Yve
S11R028,1,RRQ,ban,4,Faramis
S11R028,1,RRQ,ban,5,Diggie
S11R028,2,GEEK,pick,1,Arlott
S11R028,2,GEEK,pick,2,Lancelot
S11R028,2,GEEK,pick,3,Valentina
S11R028,2,GEEK,pick,4,Brody
S11R028,2,GEEK,pick,5,Kaja
S11R028,2,GEEK,ban,1,Wanwan
S11R028,2,GEEK,ban,2,Joy
S11R028,2,GEEK,ban,3,Claude
S11R028,2,GEEK,ban,4,Edith
S11R028,2,GEEK,ban,5,Melissa
S11R028,2,RRQ,pick,1,Thamuz
S11R028,2,RRQ,pick,2,Fredrinn
S11R028,2,RRQ,pick,3,Pharsa
S11R028,2,RRQ,pick,4,Beatrix
S11R028,2,RRQ,pick,5,Khufra
S11R028,2,RRQ,ban,1,Natalia
S11R028,2,RRQ,ban,2,Fanny
S11R028,2,RRQ,ban,3,Yve
S11R028,2,RRQ,ban,4,Faramis
S11R028,2,RRQ,ban,5,Karrie
S11R028,3,GEEK,pick,1,Gloo
S11R028,3,GEEK,pick,2,Lancelot
S11R028,3,GEEK,pick,3,Pharsa
S11R028,3,GEEK,pick,4,Karrie
S11R028,3,GEEK,pick,5,Kaja
S11R028,3,GEEK,ban,1,Claude
S11R028,3,GEEK,ban,2,Fredrinn
S11R028,3,GEEK,ban,3,Edith
S11R028,3,GEEK,ban,4,Harith
S11R028,3,GEEK,ban,5,Brody
S11R028,3,RRQ,pick,1,Arlott
S11R028,3,RRQ,pick,2,Fanny
S11R028,3,RRQ,pick,3,Yve
S11R028,3,RRQ,pick,4,Irithel
S11R028,3,RRQ,pick,5,Khufra
S11R028,3,RRQ,ban,1,Wanwan
S11R028,3,RRQ,ban,2,Joy
S11R028,3,RRQ,ban,3,Valentina
S11R028,3,RRQ,ban,4,Akai
S11R028,3,RRQ,ban,5,Martis
S11R029,1,AE,pick,1,Phoveus
S11R029,1,AE,pick,2,Hayabusa
S11R029,1,AE,pick,3,Valentina
S11R029,1,AE,pick,4,Karrie
S11R029,1,AE,pick,5,Gloo
S11R029,1,AE,ban,1,Faramis
S11R029,1,AE,ban,2,Joy
S11R029,1,AE,ban,3,Yve
S11R029,1,AE,ban,4,Kadita
S11R029,1,AE,ban,5,Franco
S11R029,1,EVOS,pick,1,Arlott
S11R029,1,EVOS,pick,2,Fanny
S11R029,1,EVOS,pick,3,Cecilion
S11R029,1,EVOS,pick,4,Wanwan
S11R029,1,EVOS,pick,5,Khufra
S11R029,1,EVOS,ban,1,Kaja
S11R029,1,EVOS,ban,2,Fredrinn
S11R029,1,EVOS,ban,3,Pharsa
S11R029,1,EVOS,ban,4,Lolita
S11R029,1,EVOS,ban,5,Moskov
S11R029,2,AE,pick,1,Arlott
S11R029,2,AE,pick,2,Fredrinn
S11R029,2,AE,pick,3,Valentina
S11R029,2,AE,pick,4,Karrie
S11R029,2,AE,pick,5,Diggie
S11R029,2,AE,ban,1,Fanny
S11R029,2,AE,ban,2,Faramis
S11R029,2,AE,ban,3,Kaja
S11R029,2,AE,ban,4,Yve
S11R029,2,AE,ban,5,Pharsa
S11R029,2,EVOS,pick,1,Terizla
S11R029,2,EVOS,pick,2,Martis
S11R029,2,EVOS,pick,3,Kadita
S11R029,2,EVOS,pick,4,Brody
S11R029,2,EVOS,pick,5,Franco
S11R029,2,EVOS,ban,1,Wanwan
S11R029,2,EVOS,ban,2,Joy
S11R029,2,EVOS,ban,3,Gloo
S11R029,2,EVOS,ban,4,Lancelot
S11R029,2,EVOS,ban,5,Hayabusa
S11R030,1,RBL,pick,1,Yu Zhong
S11R030,1,RBL,pick,2,Fredrinn
S11R030,1,RBL,pick,3,Yve
S11R030,1,RBL,pick,4,Beatrix
S11R030,1,RBL,pick,5,Kaja
S11R030,1,RBL,ban,1,Joy
S11R030,1,RBL,ban,2,Wanwan
S11R030,1,RBL,ban,3,Claude
S11R030,1,RBL,ban,4,Karrie
S11R030,1,RBL,ban,5,Lapu-Lapu
S11R030,1,AURA,pick,1,Arlott
S11R030,1,AURA,pick,2,Alice
S11R030,1,AURA,pick,3,Valentina
S11R030,1,AURA,pick,4,Brody
S11R030,1,AURA,pick,5,Chou
S11R030,1,AURA,ban,1,Faramis
S11R030,1,AURA,ban,2,Gloo
S11R030,1,AURA,ban,3,Melissa
S11R030,1,AURA,ban,4,Grock
S11R030,1,AURA,ban,5,Atlas
S11R030,2,RBL,pick,1,Arlott
S11R030,2,RBL,pick,2,Grock
S11R030,2,RBL,pick,3,Yve
S11R030,2,RBL,pick,4,Moskov
S11R030,2,RBL,pick,5,Lolita
S11R030,2,RBL,ban,1,Fredrinn
S11R030,2,RBL,ban,2,Joy
S11R030,2,RBL,ban,3,Wanwan
S11R030,2,RBL,ban,4,Akai
S11R030,2,RBL,ban,5,Atlas
S11R030,2,AURA,pick,1,Lapu-Lapu
S11R030,2,AURA,pick,2,Martis
S11R030,2,AURA,pick,3,Faramis
S11R030,2,AURA,pick,4,Melissa
S11R030,2,AURA,pick,5,Franco
S11R030,2,AURA,ban,1,Kaja
S11R030,2,AURA,ban,2,Valentina
S11R030,2,AURA,ban,3,Claude
S11R030,2,AURA,ban,4,Fanny
S11R030,2,AURA,ban,5,Lancelot
S11R031,1,RRQ,pick,1,Edith
S11R031,1,RRQ,pick,2,Fredrinn
S11R031,1,RRQ,pick,3,Pharsa
S11R031,1,RRQ,pick,4,Claude
S11R031,1,RRQ,pick,5,Khufra
S11R031,1,RRQ,ban,1,Fanny
S11R031,1,RRQ,ban,2,Kaja
S11R031,1,RRQ,ban,3,Arlott
S11R031,1,RRQ,ban,4,Karrie
S11R031,1,RRQ,ban,5,Diggie
S11R031,1,AE,pick,1,Lapu-Lapu
S11R031,1,AE,pick,2,Hayabusa
S11R031,1,AE,pick,3,Valentina
S11R031,1,AE,pick,4,Brody
S11R031,1,AE,pick,5,Gloo
S11R031,1,AE,ban,1,Joy
S11R031,1,AE,ban,2,Wanwan
S11R031,1,AE,ban,3,Faramis
S11R031,1,AE,ban,4,Hilda
S11R031,1,AE,ban,5,Masha
S11R031,2,RRQ,pick,1,Gloo
S11R031,2,RRQ,pick,2,Lancelot
S11R031,2,RRQ,pick,3,Pharsa
S11R031,2,RRQ,pick,4,Moskov
S11R031,2,RRQ,pick,5,Kaja
S11R031,2,RRQ,ban,1,Wanwan
S11R031,2,RRQ,ban,2,Arlott
S11R031,2,RRQ,ban,3,Joy
S11R031,2,RRQ,ban,4,Atlas
S11R031,2,RRQ,ban,5,Grock
S11R031,2,AE,pick,1,Terizla
S11R031,2,AE,pick,2,Fredrinn
S11R031,2,AE,pick,3,Valentina
S11R031,2,AE,pick,4,Karrie
S11R031,2,AE,pick,5,Lolita
S11R031,2,AE,ban,1,Fanny
S11R031,2,AE,ban,2,Claude
S11R031,2,AE,ban,3,Faramis
S11R031,2,AE,ban,4,Melissa
S11R031,2,AE,ban,5,Brody
S11R031,3,RRQ,pick,1,Edith
S11R031,3,RRQ,pick,2,Fredrinn
S11R031,3,RRQ,pick,3,Faramis
S11R031,3,RRQ,pick,4,Karrie
S11R031,3,RRQ,pick,5,Diggie
S11R031,3,RRQ,ban,1,Fanny
S11R031,3,RRQ,ban,2,Arlott
S11R031,3,RRQ,ban,3,Kaja
S11R031,3,RRQ,ban,4,Martis
S11R031,3,RRQ,ban,5,Terizla
S11R031,3,AE,pick,1,Gloo
